"Time","SpO2","MCAv","HR"
231.263716,99.375,47.30632019,65.42159271
232.253716,99.5625,48.75,70.76033783
233.178716,99.28125,51.71206665,74.96807861
234.023716,99.40625,52.24946594,104.4623718
234.818716,99.28125,48.25814438,74.10896301
235.678716,99.5,48.25814438,206.6278687
236.758716,99.5,48.84333038,56.46126938
237.843716,99.34375,47.98843002,59.03265381
238.913716,99.28125,48.70848465,85.90094757
239.933716,99.53125,48.28517532,68.81047821
240.878716,99.5625,53.34690475,73.53766632
241.758716,99.59375,53.34690475,114.9880524
242.603716,99.3125,53.21556473,91.67982483
243.413716,99.53125,50.09784317,52.77119446
244.333716,99.5,50.09784317,56.87145615
245.473716,99.25,49.87322235,59.99764633
246.528716,99.40625,49.85622025,62.18392563
247.538716,99.25,49.2687149,67.89935303
248.448716,99.40625,49.2687149,70.4944458
249.343716,99.53125,51.60927963,109.1084595
250.188716,99.375,51.67486954,90.76304626
251.013716,99.4375,51.67486954,76.72273254
251.988716,99.40625,48.25273132,57.9059906
255.048716,99.53125,50.72559738,70.63904572
255.923716,99.25,48.99452209,73.11064911
256.768716,99.5,52.07567596,112.7812271
257.588716,99.34375,51.09777069,97.21250153
258.388716,99.3125,49.40814972,75.15132141
259.278716,99.53125,49.40814972,58.19206238
260.343716,99.59375,50.1206398,61.07962799
261.383716,99.625,49.62467957,64.3501358
262.368716,99.5625,50.27352142,71.28938293
263.313716,99.40625,51.85968399,75.26889038
264.168716,99.5625,58.57387924,76.91652679
264.953716,99.5,56.73079681,105.7528687
265.723716,99.21875,56.73079681,70.9643631
266.558716,99.4375,51.68434525,56.73410416
267.728716,99.5625,52.98958206,58.23844528
268.743716,99.53125,52.04233551,60.16683197
269.773716,99.40625,49.33571243,61.98723221
270.778716,99.34375,52.06644821,69.87016296
271.748716,99.28125,56.23039627,74.38355255
272.623716,99.5,61.51885605,76.4305954
273.413716,99.3125,61.39440155,99.57878876
274.253716,99.3125,61.39440155,51.44024658
275.128716,99.5625,56.6006012,54.62943268
276.288716,99.5625,58.50840759,53.72993088
277.398716,99.40625,56.73409653,56.31119156
278.508716,99.25,53.09020233,60.68920135
279.583716,99.5,56.60634232,71.42811584
280.528716,99.53125,57.85069275,77.61588287
281.378716,99.4375,62.87767792,78.73420715
282.198716,99.3125,59.3225441,100.1692276
282.948716,99.28125,59.3225441,52.84650803
283.788716,99.25,51.85560226,55.59311295
284.918716,99.375,53.62057495,56.21878052
285.998716,99.34375,49.75748825,56.84446335
287.068716,99.25,50.9090004,63.52032852
288.088716,99.53125,50.43013763,70.8368454
289.038716,99.34375,54.34128952,107.4626617
289.878716,99.25,55.2396431,99.87483978
290.748716,99.28125,51.27599716,52.52509689
291.608716,99.5,51.27599716,57.90828323
292.748716,99.34375,52.61619568,60.73287201
293.793716,99.53125,53.14349365,62.11794662
294.738716,99.53125,52.15798569,70.46089172
295.713716,99.5,56.70296097,116.2110367
296.563716,99.375,56.70296097,75.5905838
297.348716,99.3125,56.42907333,56.01945114
298.143716,99.34375,56.42907333,58.74475098
299.253716,99.21875,55.11944199,59.07847595
300.228716,99.40625,54.93021774,59.28290558
301.298716,99.5625,53.61906433,62.17182922
302.258716,99.53125,51.33071136,68.79279327
303.233716,99.5,55.01211166,111.7492447
304.113716,99.5,59.02766037,95.46331024
304.933716,99.25,59.02766037,71.44334412
305.813716,99.28125,54.01164627,58.35501862
306.938716,99.59375,55.83492661,60.00348663
307.973716,99.34375,55.87133408,85.43764496
308.983716,99.3125,52.0357132,66.32793427
309.988716,99.4375,57.7592659,72.66949463
310.898716,99.53125,57.7592659,116.594696
311.718716,99.25,59.84706116,100.1182556
312.548716,99.46875,61.2455368,51.75621033
313.393716,99.40625,54.71509171,55.27929306
314.478716,99.28125,59.16358185,220.237915
315.638716,99.28125,56.09553528,56.92602158
316.623716,99.21875,52.09918594,61.26057816
317.683716,99.5625,53.11522293,69.51982117
318.673716,99.375,55.13129044,76.28843689
319.533716,99.4375,59.40428543,116.0937881
320.313716,99.375,59.40428543,68.04219818
323.328716,99.25,53.01144409,56.40158463
324.378716,99.46875,49.2111969,61.3972168
325.453716,99.5,52.38115692,68.66104126
326.438716,99.34375,55.37935257,113.4912186
327.308716,99.53125,60.02216721,102.3450699
328.098716,99.46875,60.02216721,66.51142883
329.013716,99.53125,53.92804337,55.49157333
330.168716,99.25,54.80450821,212.3977814
331.258716,99.4375,51.82516861,56.86146927
332.273716,99.3125,53.27336502,62.31777954
333.343716,99.34375,51.01538086,68.25862122
334.303716,99.28125,55.66201019,101.3587418
335.178716,99.40625,53.91091919,68.03305817
336.043716,99.4375,53.91091919,56.03267288
337.188716,99.5,48.64525223,201.9499969
338.323716,99.4375,52.433815,61.53630447
339.378716,99.34375,51.6741066,70.18598175
340.313716,99.25,55.2853775,117.9404831
341.168716,99.25,58.34455109,100.4888077
342.003716,99.5,50.64359665,51.9078598
342.838716,99.4375,50.64359665,56.86981583
343.993716,99.28125,53.33583069,204.698288
345.008716,99.28125,53.2743721,60.50248337
346.043716,99.40625,51.84582138,69.29183197
347.053716,99.59375,57.23497391,75.60816193
347.923716,99.4375,57.23497391,78.81720734
348.758716,99.53125,62.96195602,100.7537918
349.518716,99.53125,62.96195602,56.08681107
350.383716,99.4375,57.50303268,59.82148361
351.448716,99.3125,57.98576736,62.92091751
352.458716,99.28125,57.33003998,65.8651886
353.368716,99.3125,56.0165329,71.91706085
354.288716,99.34375,59.17050171,116.4420242
355.178716,99.25,59.42383957,112.2924957
355.978716,99.28125,54.8476944,55.81102753
356.793716,99.1875,54.8476944,59.52740097
357.848716,99.3125,54.57404709,61.83908463
358.868716,99.46875,52.49125671,62.45183182
359.783716,99.4375,53.03024673,69.29479218
360.758716,99.625,55.75280762,74.60713959
361.618716,99.28125,56.64305878,113.5093002
362.423716,99.53125,54.233284,55.7845459
363.218716,99.21875,54.233284,59.58958054
364.288716,99.40625,56.73824692,61.83959198
365.303716,99.5,54.70272446,63.23713684
366.273716,99.3125,50.20710373,68.74153137
367.233716,99.34375,57.45484161,116.0672989
368.113716,99.28125,58.4317131,116.6366653
368.903716,99.5,56.23575211,88.12056732
369.693716,99.375,56.23575211,57.81400681
370.643716,99.28125,54.70221329,61.18774414
371.753716,99.40625,55.03299332,63.98558426
372.673716,99.34375,55.61224365,66.74365234
373.613716,99.375,56.02839279,73.8245163
374.528716,99.5,56.02839279,78.82597351
375.383716,99.59375,59.56888199,79.62799072
376.148716,99.28125,59.65766907,67.78739929
376.893716,99.40625,59.65766907,53.78103638
377.773716,99.375,55.75511551,59.75482559
378.893716,99.34375,55.70537949,60.99910355
379.898716,99.34375,53.74930954,62.33446503
380.893716,99.375,53.03502274,70.58883667
381.803716,99.28125,56.55369949,76.47008514
382.658716,99.375,57.4821701,120.4988861
383.438716,99.4375,56.06147385,94.17188263
384.208716,99.59375,56.06147385,53.22230148
385.128716,99.5625,50.55721283,58.66307449
386.238716,99.4375,52.95546341,60.21294785
387.278716,99.4375,53.40440369,65.61496735
388.278716,99.34375,53.08288193,74.01420593
390.833716,99.53125,52.40362167,69.4540863
391.638716,99.40625,52.40362167,57.93262482
392.748716,99.25,55.74778748,58.03884125
393.798716,99.34375,53.86396027,57.99803543
394.833716,99.53125,53.06413651,63.51874924
395.813716,99.28125,52.55452347,105.9868774
396.818716,99.5,57.00185013,108.0245132
397.603716,99.34375,53.80002975,53.14901352
398.488716,99.53125,53.80002975,57.97467422
399.608716,99.53125,54.6970253,57.98334885
400.658716,99.53125,56.72302246,59.05522156
401.683716,99.4375,51.22034836,64.60630035
402.703716,99.40625,53.02163315,70.37519073
403.593716,99.5625,57.20998383,113.282814
404.488716,99.5,59.93542862,99.31349182
405.298716,99.53125,59.93542862,64.49239349
406.168716,99.53125,52.68388367,54.33723831
407.348716,99.3125,56.77239227,56.16891098
408.463716,99.4375,55.21788406,59.55503845
409.533716,99.25,52.26189804,67.9956131
410.538716,99.53125,54.86106873,74.49520111
411.398716,99.28125,62.90901184,120.5128098
412.243716,99.5625,64.50474548,115.803421
413.008716,99.46875,58.14830017,51.66444016
413.798716,99.21875,58.14830017,55.10305023
414.938716,99.59375,57.36578369,211.9877167
416.038716,99.28125,55.28894043,56.13895416
417.123716,99.5,55.26438904,58.18964005
418.198716,99.25,54.07208252,71.96295929
419.193716,99.5,59.70913315,73.8303299
420.073716,99.5,61.03863525,73.12275696
420.878716,99.28125,56.69842529,53.46790695
421.693716,99.3125,56.69842529,56.44392395
422.808716,99.40625,53.35709381,56.37977982
423.883716,99.5625,56.62070847,57.25029755
424.938716,99.53125,53.04112625,62.92874527
425.943716,99.28125,53.92227936,69.65100098
426.908716,99.53125,59.04209518,79.573349
427.753716,99.4375,57.18795776,116.2688446
428.588716,99.53125,56.54054642,87.77338409
429.353716,99.46875,56.54054642,54.02129364
430.313716,99.40625,54.83124924,58.55649567
431.408716,99.3125,55.91561127,58.41566086
432.453716,99.375,53.51603699,83.24855804
433.433716,99.4375,55.12147903,70.52142334
434.448716,99.3125,57.01968384,76.79867554
435.293716,99.40625,59.88194275,77.20056152
436.073716,99.4375,59.57766342,70.9201889
436.848716,99.28125,59.01301956,65.54949188
437.693716,99.40625,59.01301956,57.62776947
438.603716,99.5,57.72738266,59.92911911
439.638716,99.3125,56.65171814,68.22689056
440.648716,99.28125,58.52207947,75.03842926
441.528716,99.25,57.28362274,116.8641357
442.333716,99.4375,58.47222137,79.97029877
443.118716,99.3125,56.91479492,83.77135468
443.883716,99.5,60.65733337,86.96872711
444.593716,99.28125,61.96212006,86.14894867
445.288716,99.25,62.78723526,83.6314621
445.978716,99.40625,61.30790329,69.48325348
446.693716,99.5,59.6014061,61.77498245
447.543716,99.25,59.6014061,65.598526
448.523716,99.5,58.64027786,67.71315765
449.443716,99.4375,57.15891647,72.87465668
450.333716,99.5,57.11676407,80.69837952
451.168716,99.1875,62.53199768,83.93267059
451.903716,99.28125,60.42485046,81.42023468
452.618716,99.34375,62.71279907,70.89839172
453.348716,99.53125,62.71279907,55.15138626
454.188716,99.53125,59.02599716,59.34917831
457.303716,99.34375,56.56932449,60.98452759
458.303716,99.375,58.45241165,69.44884491
459.298716,99.34375,63.11526108,79.78903961
460.163716,99.375,66.53832245,79.08965302
460.913716,99.25,64.5368042,108.9694443
461.658716,99.3125,62.56704712,73.31801605
462.478716,99.53125,62.56704712,58.32449341
463.568716,99.28125,64.23666382,60.80908966
464.603716,99.375,61.35732269,62.88454437
465.593716,99.25,59.98857498,64.71928406
466.558716,99.53125,58.0801239,116.7932816
467.493716,99.5625,64.10346985,82.92022705
468.283716,99.375,64.57978821,78.99491119
469.008716,99.375,61.89070892,88.10562897
469.763716,99.375,61.89070892,55.58780289
470.698716,99.28125,61.63442993,57.88978195
471.778716,99.21875,59.33379364,59.93964005
472.823716,99.5,58.77544022,61.1015625
473.833716,99.3125,55.68912506,70.56375885
474.823716,99.53125,66.29570007,79.96887207
475.673716,99.25,66.31270599,123.2826233
476.418716,99.25,63.49820709,75.25428772
477.248716,99.34375,63.49820709,59.64273071
478.288716,99.5,63.6239624,59.59811401
479.248716,99.40625,61.0904007,60.65657043
480.313716,99.34375,59.20934296,65.29844666
481.243716,99.25,56.61318588,71.86932373
482.188716,99.34375,60.2269249,124.5545807
483.073716,99.40625,63.75679398,112.7741318
483.828716,99.375,58.89048004,54.42296219
484.613716,99.40625,58.89048004,59.8440094
485.703716,99.59375,60.73683548,59.90810013
486.718716,99.59375,57.10349655,83.44438934
487.718716,99.5,51.78901672,66.87982178
488.673716,99.375,57.69677353,76.65195465
489.623716,99.59375,62.86914063,120.1845245
490.403716,99.28125,61.63508606,114.8643188
491.178716,99.3125,57.47704697,69.54349518
491.973716,99.40625,57.47704697,57.9125824
493.078716,99.53125,55.02049637,58.02613831
494.068716,99.25,59.87787628,60.26276016
495.128716,99.5625,53.39488602,66.21351624
496.138716,99.34375,58.11917877,74.41350555
497.048716,99.5625,58.72273636,129.3872528
497.868716,99.25,62.60016632,82.99225616
498.603716,99.25,65.34223175,81.67518616
499.328716,99.53125,63.70276642,68.47460175
500.068716,99.3125,59.06726456,52.86441422
500.923716,99.25,59.06726456,57.74259949
502.053716,99.28125,61.02323532,60.26237869
503.103716,99.53125,59.61831284,64.55452728
504.103716,99.5,56.67178345,74.55155182
505.053716,99.25,64.19425964,80.07339478
505.868716,99.21875,67.58205414,129.8479462
506.613716,99.28125,65.0041275,106.5101624
507.348716,99.25,60.47714615,52.42918777
508.178716,99.4375,60.47714615,55.194561
509.303716,99.4375,60.31095123,208.2865295
510.403716,99.28125,58.32389069,57.25933838
511.463716,99.4375,57.72839737,65.74505615
512.528716,99.53125,58.09709167,74.71135712
513.438716,99.3125,62.64324951,124.2575989
514.243716,99.40625,64.10264587,110.7807617
515.003716,99.34375,62.25087738,53.04644394
515.823716,99.4375,62.25087738,58.23276901
516.943716,99.4375,60.54176712,58.54316711
517.973716,99.25,61.2941246,59.0210495
519.003716,99.40625,54.69346237,69.00935364
520.023716,99.4375,59.54999924,78.14633179
520.898716,99.4375,62.65076065,80.2065506
524.298716,99.53125,58.94034195,59.88250732
525.333716,99.25,60.39775467,60.62768555
526.338716,99.5,54.70942688,71.83760834
527.338716,99.53125,59.02569962,80.06645966
528.178716,99.5625,64.88431549,133.938858
528.923716,99.4375,64.30924225,82.18777466
529.643716,99.5,60.2005043,68.69877625
530.358716,99.28125,60.62630844,55.89868927
531.228716,99.375,60.62630844,60.88835907
532.288716,99.375,58.34422302,62.96045303
533.283716,99.5,57.06891632,66.43170166
534.243716,99.5625,56.36709213,73.73007965
535.153716,99.5,58.81809998,78.92745209
535.928716,99.34375,59.71743774,83.13028717
536.728716,99.375,59.83911896,81.66724396
537.448716,99.34375,61.47635651,78.40919495
538.173716,99.34375,60.6567421,95.27220917
538.933716,99.34375,60.6567421,57.75318909
539.828716,99.4375,59.28180695,61.37044907
540.868716,99.46875,58.18393707,65.39781952
541.858716,99.5,57.02972412,75.20913696
542.783716,99.3125,59.76138306,81.60164642
543.578716,99.5625,62.48112106,83.98648834
544.308716,99.53125,65.21920776,87.68269348
545.028716,99.5,69.28726196,85.70550537
545.708716,99.5,64.8576355,123.8301239
546.403716,99.625,62.89818954,56.42531586
547.158716,99.25,62.89818954,60.78788757
548.208716,99.3125,63.64129257,61.73925018
549.208716,99.28125,61.29161072,62.85783768
550.178716,99.5,57.36893845,65.01532745
551.133716,99.5,59.79996109,76.92212677
552.018716,99.5,63.58380508,83.84941101
552.853716,99.4375,65.54614258,137.9986572
553.563716,99.5625,69.7589035,82.10538483
554.268716,99.5625,61.07184601,54.53958511
554.993716,99.40625,61.07184601,58.23779678
556.078716,99.34375,62.38928604,58.86457825
557.113716,99.34375,62.76046753,59.8382225
558.143716,99.25,59.70573044,62.60449219
559.148716,99.59375,56.6829834,75.77953339
560.053716,99.5,66.29311371,132.4978333
560.848716,99.21875,66.34899902,82.00719452
561.633716,99.3125,60.77664566,76.81310272
562.358716,99.40625,60.77664566,60.95367432
563.388716,99.59375,64.55121613,61.8159523
564.383716,99.28125,62.63141632,61.3851738
565.368716,99.1875,59.94618988,68.88108826
566.343716,99.34375,62.43335724,76.60943604
567.208716,99.25,62.89701843,82.58306122
